State,Month,Year,Month Number,Month Name,Monthly Sales
Tennessee,2016-06-01,2016,6,June,670.001
Tennessee,2016-07-01,2016,7,July,5.16
Tennessee,2016-08-01,2016,8,August,0.0
Tennessee,2016-09-01,2016,9,September,2457.429
Tennessee,2016-10-01,2016,10,October,0.0
Tennessee,2016-11-01,2016,11,November,835.482
Tennessee,2016-12-01,2016,12,December,2131.154
Tennessee,2017-01-01,2017,1,January,0.0
Tennessee,2017-02-01,2017,2,February,148.72
Tennessee,2017-03-01,2017,3,March,1092.768
Tennessee,2017-04-01,2017,4,April,237.376
Tennessee,2017-05-01,2017,5,May,468.903
Tennessee,2017-06-01,2017,6,June,91.475
Tennessee,2017-07-01,2017,7,July,0.0
Tennessee,2017-08-01,2017,8,August,31.77
Tennessee,2017-09-01,2017,9,September,531.962
Tennessee,2017-10-01,2017,10,October,351.648
Tennessee,2017-11-01,2017,11,November,0.0
Tennessee,2017-12-01,2017,12,December,175.872
Tennessee,2018-01-01,2018,1,January,175.08599999999998
Tennessee,2018-02-01,2018,2,February,0.0
Tennessee,2018-03-01,2018,3,March,4.608
Tennessee,2018-04-01,2018,4,April,631.5640000000001
Tennessee,2018-05-01,2018,5,May,388.928
Tennessee,2018-06-01,2018,6,June,2997.472
Tennessee,2018-07-01,2018,7,July,0.0
Tennessee,2018-08-01,2018,8,August,2481.826
Tennessee,2018-09-01,2018,9,September,1125.512
Tennessee,2018-10-01,2018,10,October,4331.458
Tennessee,2018-11-01,2018,11,November,1869.917
Tennessee,2018-12-01,2018,12,December,2107.452
Texas,2015-01-01,2015,1,January,144.14999999999998
Texas,2015-02-01,2015,2,February,74.364
Texas,2015-03-01,2015,3,March,2895.818
Texas,2015-04-01,2015,4,April,2722.772
Texas,2015-05-01,2015,5,May,1951.373
Texas,2015-06-01,2015,6,June,2586.3196
Texas,2015-07-01,2015,7,July,6443.632
Texas,2015-08-01,2015,8,August,573.806
Texas,2015-09-01,2015,9,September,19135.3578
Texas,2015-10-01,2015,10,October,3793.31
Texas,2015-11-01,2015,11,November,6232.6602
Texas,2015-12-01,2015,12,December,3585.926
Texas,2016-01-01,2016,1,January,2084.2676
Texas,2016-02-01,2016,2,February,793.894
Texas,2016-03-01,2016,3,March,2297.5744
Texas,2016-04-01,2016,4,April,3584.932
Texas,2016-05-01,2016,5,May,3062.786
Texas,2016-06-01,2016,6,June,1636.828
Texas,2016-07-01,2016,7,July,533.76
Texas,2016-08-01,2016,8,August,4468.7232
Texas,2016-09-01,2016,9,September,2699.114
Texas,2016-10-01,2016,10,October,4151.591
Texas,2016-11-01,2016,11,November,4336.08
Texas,2016-12-01,2016,12,December,4356.3592
Texas,2017-01-01,2017,1,January,441.188
Texas,2017-02-01,2017,2,February,331.476
Texas,2017-03-01,2017,3,March,7462.9890000000005
Texas,2017-04-01,2017,4,April,4520.652
Texas,2017-05-01,2017,5,May,2388.354
Texas,2017-06-01,2017,6,June,988.886
Texas,2017-07-01,2017,7,July,3387.706
Texas,2017-08-01,2017,8,August,4847.556799999999
Texas,2017-09-01,2017,9,September,6552.7334
Texas,2017-10-01,2017,10,October,950.124
Texas,2017-11-01,2017,11,November,5489.0868
Texas,2017-12-01,2017,12,December,3644.6240000000003
Texas,2018-01-01,2018,1,January,3210.428
Texas,2018-02-01,2018,2,February,1399.6024
Texas,2018-03-01,2018,3,March,7950.3968
Texas,2018-04-01,2018,4,April,626.6676
Texas,2018-05-01,2018,5,May,3434.8752
Texas,2018-06-01,2018,6,June,3326.8122
Texas,2018-07-01,2018,7,July,2154.79
Texas,2018-08-01,2018,8,August,2566.792
Texas,2018-09-01,2018,9,September,3939.966
Texas,2018-10-01,2018,10,October,4143.6502
Texas,2018-11-01,2018,11,November,7968.447
Texas,2018-12-01,2018,12,December,2699.3308
Utah,2015-03-01,2015,3,March,280.276
Utah,2015-04-01,2015,4,April,0.0
Utah,2015-05-01,2015,5,May,103.9
Utah,2015-06-01,2015,6,June,133.128
Utah,2015-07-01,2015,7,July,111.93
Utah,2015-08-01,2015,8,August,2126.034
Utah,2015-09-01,2015,9,September,0.0
Utah,2015-10-01,2015,10,October,0.0
Utah,2015-11-01,2015,11,November,188.42
Utah,2015-12-01,2015,12,December,0.0
Utah,2016-01-01,2016,1,January,0.0
Utah,2016-02-01,2016,2,February,12.144
Utah,2016-03-01,2016,3,March,16.776
Utah,2016-04-01,2016,4,April,0.0
Utah,2016-05-01,2016,5,May,1745.71
Utah,2016-06-01,2016,6,June,4.96
Utah,2016-07-01,2016,7,July,0.0
Utah,2016-08-01,2016,8,August,0.0
Utah,2016-09-01,2016,9,September,1957.38
Utah,2016-10-01,2016,10,October,0.0
Utah,2016-11-01,2016,11,November,256.35
Utah,2016-12-01,2016,12,December,0.0
Utah,2017-01-01,2017,1,January,0.0
Utah,2017-02-01,2017,2,February,0.0
Utah,2017-03-01,2017,3,March,0.0
Utah,2017-04-01,2017,4,April,0.0
Utah,2017-05-01,2017,5,May,0.0
Utah,2017-06-01,2017,6,June,0.0
Utah,2017-07-01,2017,7,July,1603.2900000000002
Utah,2017-08-01,2017,8,August,0.0
Utah,2017-09-01,2017,9,September,0.0
Utah,2017-10-01,2017,10,October,219.12
Utah,2017-11-01,2017,11,November,0.0
Utah,2017-12-01,2017,12,December,0.0
Utah,2018-01-01,2018,1,January,0.0
Utah,2018-02-01,2018,2,February,0.0
Utah,2018-03-01,2018,3,March,0.0
Utah,2018-04-01,2018,4,April,0.0
Utah,2018-05-01,2018,5,May,0.0
Utah,2018-06-01,2018,6,June,0.0
Utah,2018-07-01,2018,7,July,97.91799999999999
Utah,2018-08-01,2018,8,August,102.72
Utah,2018-09-01,2018,9,September,2228.88
Utah,2018-10-01,2018,10,October,11.68
Utah,2018-11-01,2018,11,November,19.44
Vermont,2016-11-01,2016,11,November,5120.099999999999
Vermont,2016-12-01,2016,12,December,0.0
Vermont,2017-01-01,2017,1,January,1672.31
Vermont,2017-02-01,2017,2,February,0.0
Vermont,2017-03-01,2017,3,March,0.0
Vermont,2017-04-01,2017,4,April,1294.75
Vermont,2017-05-01,2017,5,May,0.0
Vermont,2017-06-01,2017,6,June,0.0
Vermont,2017-07-01,2017,7,July,0.0
Vermont,2017-08-01,2017,8,August,0.0
Vermont,2017-09-01,2017,9,September,0.0
Vermont,2017-10-01,2017,10,October,0.0
Vermont,2017-11-01,2017,11,November,0.0
Vermont,2017-12-01,2017,12,December,0.0
Vermont,2018-01-01,2018,1,January,637.1800000000001
Vermont,2018-02-01,2018,2,February,0.0
Vermont,2018-03-01,2018,3,March,0.0
Vermont,2018-04-01,2018,4,April,0.0
Vermont,2018-05-01,2018,5,May,0.0
Vermont,2018-06-01,2018,6,June,0.0
Vermont,2018-07-01,2018,7,July,0.0
Vermont,2018-08-01,2018,8,August,0.0
Vermont,2018-09-01,2018,9,September,0.0
Vermont,2018-10-01,2018,10,October,0.0
Vermont,2018-11-01,2018,11,November,0.0
Vermont,2018-12-01,2018,12,December,205.03
Virginia,2015-01-01,2015,1,January,999.4399999999999
Virginia,2015-02-01,2015,2,February,1829.69
Virginia,2015-03-01,2015,3,March,4909.48
Virginia,2015-04-01,2015,4,April,4558.93
Virginia,2015-05-01,2015,5,May,3429.04
Virginia,2015-06-01,2015,6,June,1866.9699999999998
Virginia,2015-07-01,2015,7,July,37.44
Virginia,2015-08-01,2015,8,August,3242.7200000000003
Virginia,2015-09-01,2015,9,September,264.61
Virginia,2015-10-01,2015,10,October,1178.6000000000001
Virginia,2015-11-01,2015,11,November,341.24
Virginia,2015-12-01,2015,12,December,3143.89
Virginia,2016-01-01,2016,1,January,192.22
Virginia,2016-02-01,2016,2,February,500.73999999999995
Virginia,2016-03-01,2016,3,March,5.56
Virginia,2016-04-01,2016,4,April,2298.8999999999996
Virginia,2016-05-01,2016,5,May,151.96
Virginia,2016-06-01,2016,6,June,1694.93
Virginia,2016-07-01,2016,7,July,0.0
Virginia,2016-08-01,2016,8,August,520.03
Virginia,2016-09-01,2016,9,September,2314.82
Virginia,2016-10-01,2016,10,October,288.79
Virginia,2016-11-01,2016,11,November,1848.68
Virginia,2016-12-01,2016,12,December,726.79
Virginia,2017-01-01,2017,1,January,0.0
Virginia,2017-02-01,2017,2,February,8969.320000000002
Virginia,2017-03-01,2017,3,March,365.6
Virginia,2017-04-01,2017,4,April,941.27
Virginia,2017-05-01,2017,5,May,5397.71
Virginia,2017-06-01,2017,6,June,75.88
Virginia,2017-07-01,2017,7,July,18.14
Virginia,2017-08-01,2017,8,August,284.73
Virginia,2017-09-01,2017,9,September,4448.07
Virginia,2017-10-01,2017,10,October,734.76
Virginia,2017-11-01,2017,11,November,1394.32
Virginia,2017-12-01,2017,12,December,4061.25
Virginia,2018-01-01,2018,1,January,0.0
Virginia,2018-02-01,2018,2,February,359.97
Virginia,2018-03-01,2018,3,March,931.81
Virginia,2018-04-01,2018,4,April,4.89
Virginia,2018-05-01,2018,5,May,707.6
Virginia,2018-06-01,2018,6,June,767.3399999999999
Virginia,2018-07-01,2018,7,July,2017.82
Virginia,2018-08-01,2018,8,August,0.0
Virginia,2018-09-01,2018,9,September,245.45000000000002
Virginia,2018-10-01,2018,10,October,608.4300000000001
Virginia,2018-11-01,2018,11,November,88.62
Virginia,2018-12-01,2018,12,December,1868.27
Washington,2015-02-01,2015,2,February,679.0219999999999
Washington,2015-03-01,2015,3,March,2078.87
Washington,2015-04-01,2015,4,April,687.4499999999999
Washington,2015-05-01,2015,5,May,506.51800000000003
Washington,2015-06-01,2015,6,June,4391.948
Washington,2015-07-01,2015,7,July,1522.1599999999999
Washington,2015-08-01,2015,8,August,4455.304
Washington,2015-09-01,2015,9,September,8258.988
Washington,2015-10-01,2015,10,October,2498.6639999999998
Washington,2015-11-01,2015,11,November,3842.642
Washington,2015-12-01,2015,12,December,950.01
Washington,2016-01-01,2016,1,January,61.584
Washington,2016-02-01,2016,2,February,544.1999999999999
Washington,2016-03-01,2016,3,March,6366.176
Washington,2016-04-01,2016,4,April,263.78
Washington,2016-05-01,2016,5,May,809.168
Washington,2016-06-01,2016,6,June,218.20800000000003
Washington,2016-07-01,2016,7,July,1417.17
Washington,2016-08-01,2016,8,August,564.768
Washington,2016-09-01,2016,9,September,1446.916
Washington,2016-10-01,2016,10,October,381.086
Washington,2016-11-01,2016,11,November,843.402
Washington,2016-12-01,2016,12,December,7064.636
Washington,2017-01-01,2017,1,January,781.3580000000001
Washington,2017-02-01,2017,2,February,0.0
Washington,2017-03-01,2017,3,March,364.672
Washington,2017-04-01,2017,4,April,72.472
Washington,2017-05-01,2017,5,May,160.84
Washington,2017-06-01,2017,6,June,1728.1840000000002
Washington,2017-07-01,2017,7,July,1061.032
Washington,2017-08-01,2017,8,August,1854.906
Washington,2017-09-01,2017,9,September,3622.528
Washington,2017-10-01,2017,10,October,1241.97
Washington,2017-11-01,2017,11,November,2160.6820000000002
Washington,2017-12-01,2017,12,December,6765.639999999999
Washington,2018-01-01,2018,1,January,2290.422
Washington,2018-02-01,2018,2,February,2057.612
Washington,2018-03-01,2018,3,March,15580.321999999998
Washington,2018-04-01,2018,4,April,1274.54
Washington,2018-05-01,2018,5,May,1941.946
Washington,2018-06-01,2018,6,June,4927.506
Washington,2018-07-01,2018,7,July,5899.936
Washington,2018-08-01,2018,8,August,10587.796
Washington,2018-09-01,2018,9,September,3969.276
Washington,2018-10-01,2018,10,October,1761.3600000000001
Washington,2018-11-01,2018,11,November,11829.358
Washington,2018-12-01,2018,12,December,3419.822
Wisconsin,2015-02-01,2015,2,February,468.9
Wisconsin,2015-03-01,2015,3,March,0.0
Wisconsin,2015-04-01,2015,4,April,0.0
Wisconsin,2015-05-01,2015,5,May,148.03
Wisconsin,2015-06-01,2015,6,June,0.0
Wisconsin,2015-07-01,2015,7,July,0.0
Wisconsin,2015-08-01,2015,8,August,0.0
Wisconsin,2015-09-01,2015,9,September,0.0
Wisconsin,2015-10-01,2015,10,October,0.0
Wisconsin,2015-11-01,2015,11,November,1376.3
Wisconsin,2015-12-01,2015,12,December,2854.48
Wisconsin,2016-01-01,2016,1,January,0.0
Wisconsin,2016-02-01,2016,2,February,974.9000000000001
Wisconsin,2016-03-01,2016,3,March,2583.7200000000003
Wisconsin,2016-04-01,2016,4,April,330.15
Wisconsin,2016-05-01,2016,5,May,0.0
Wisconsin,2016-06-01,2016,6,June,0.0
Wisconsin,2016-07-01,2016,7,July,1099.96
Wisconsin,2016-08-01,2016,8,August,687.4
Wisconsin,2016-09-01,2016,9,September,0.0
Wisconsin,2016-10-01,2016,10,October,0.0
Wisconsin,2016-11-01,2016,11,November,2233.02
Wisconsin,2016-12-01,2016,12,December,452.65999999999997
Wisconsin,2017-01-01,2017,1,January,1671.93
Wisconsin,2017-02-01,2017,2,February,547.14
Wisconsin,2017-03-01,2017,3,March,16.74
Wisconsin,2017-04-01,2017,4,April,1467.89
Wisconsin,2017-05-01,2017,5,May,1309.55
Wisconsin,2017-06-01,2017,6,June,0.0
Wisconsin,2017-07-01,2017,7,July,0.0
Wisconsin,2017-08-01,2017,8,August,378.19
Wisconsin,2017-09-01,2017,9,September,857.12
Wisconsin,2017-10-01,2017,10,October,1649.75
Wisconsin,2017-11-01,2017,11,November,0.0
Wisconsin,2017-12-01,2017,12,December,4498.13
Wisconsin,2018-01-01,2018,1,January,3.6
Wisconsin,2018-02-01,2018,2,February,0.0
Wisconsin,2018-03-01,2018,3,March,2011.58
Wisconsin,2018-04-01,2018,4,April,0.0
Wisconsin,2018-05-01,2018,5,May,0.0
Wisconsin,2018-06-01,2018,6,June,0.0
Wisconsin,2018-07-01,2018,7,July,573.35
Wisconsin,2018-08-01,2018,8,August,113.41
Wisconsin,2018-09-01,2018,9,September,474.21
Wisconsin,2018-10-01,2018,10,October,60.72
Wisconsin,2018-11-01,2018,11,November,352.39
Wisconsin,2018-12-01,2018,12,December,1978.21
